Timewave,FFT:Acceleration,FFT:Velocity
0.065476689751536,0,0
0.0186091644556997,0.0011467208085192,0.0140093735309922
-0.0255014475874403,0.00104105331390819,0.0309394230964769
-0.0613413198724916,0.00101356851457773,0.0313820484245373
-0.0351506439718772,0.00124197401321126,0.0156160581102536
0.0778827993886691,0.000659812783683971,0.00356182727955228
0.0468675252958363,0.000908984864643198,0.0164131545165722
-0.0165414795161775,0.00218713664859676,0.00291631894554122
0.0213660777083959,0.000327498348653884,0.00327495029074352
0.0406644704772697,0.00228583676513854,0.00342523790557801
-0.0365291005982253,0.000407939493163626,0.0119232124316668
0.0461782969826622,0.00117485635640794,0.00257151958733461
-0.0572059499934472,0.000658064198651532,0.00219381735368194
-0.0792612560150172,0.000236823938879416,0.00249035739331136
0.000689228313174063,0.000824836719771415,0.00297791307229317
-0.0365291005982253,0.000994153864649207,0.00491128664112839
0.0792612560150172,0.00350678620709913,0.00252543114676773
0.00137845662634813,0.000139879955665292,0.0091247118459819
0.0489352102353585,0.000541570617059443,0.00080238454041809
0.0592736349329694,0.000162601238788611,0.00535401327650285
0.0186091644556997,0.0024357388099116,0.00198919688939266
0.0958027355311947,0.00206282972149081,0.00430130675888802
0.032393730719181,0.00230423178799265,0.00260245172089619
-0.00482459819221844,0.000358076808255251,0.0014223851582713
0.0199876210820478,0.000205148058081954,0.00223016408349248
0.065476689751536,0.00155640124215337,0.000993142977338037
-0.011027653010785,0.000411862021026624,0.00102033129639564
-0.101316562036587,0.00155583649514599,0.0012627716849032
-0.055138265053925,0.000862163660727128,0.00393681493098461
-0.00137845662634813,0.00200762550072762,0.00189963832402557
0.0413536987904438,0.00108242598631996,0.00197483769859421
0.0172307078293516,0.00103772468934296,0.00190279192684971
0.0958027355311947,0.000931171294317808,0.0018259560438783
-0.00413536987904438,0.00164124382517534,0.00174262387540454
0.0930458222784985,0.00055843087089805,0.00173449769912271
0.00482459819221844,0.00142905629880379,0.000531515683278941
-0.0902889090258022,0.00060067802831579,0.00083593938478924
-0.054449036740751,0.00220935324676881,0.00017071655039196
-0.0358398722850513,0.000464009166856434,0.00192498470280158
0.0255014475874403,0.000475769838956294,0.000927392623297672
0.099248877097065,0.000575685208424017,0.000793883472019914
0.0130953379503072,0.00155720978098376,0.000524207468469871
0.0158522512030034,0.000745594717229154,0.000998169580863108
0.00206768493952219,0.000443522393131231,0.00158496781298571
-0.0496244385485325,0.0017922676373488,0.00136583574317204
0.0379075572245735,0.00143071358631089,0.000908425080114604
0.0379075572245735,0.00107699602161521,0.00016736924866103
-0.00137845662634813,0.000801226871186175,0.00126671298129787
-0.0475567536090103,0.00151887218989882,0.000972317329406262
-0.0227445343347441,0.00136741360175295,0.000273224228693832
-0.0055138265053925,0.00114443175462359,0.00107569592383913
-0.0227445343347441,0.00214378096781935,0.00121720724714705
0.0241229909610922,0.00145201969496256,0.00146628131994457
-0.102005790349761,0.00102399437844359,0.00134287386868414
-0.0806397126413654,0.00180922151210989,0.000319635400381603
0.0737474295096247,0.000173432009909094,0.000626169816734529
0.0186091644556997,0.0020191764912381,0.000640644226998089
-0.0192983927688738,0.002037524185467,0.00162142800604712
-0.0516921234880547,0.000433928764323703,0.00102826014317756
-0.0599628632461435,0.000306899468716975,5.63110664030604E-05
-0.000689228313174063,0.000361658202420988,0.00113246956164523
0.032393730719181,0.00163439384352648,0.00081414764148056
-0.0703012879437544,0.00201768043811595,0.000791967437259161
-0.00344614156587031,0.00101568379909171,0.00103364532098073
-0.032393730719181,0.00106746146552926,0.000180826403121409
-0.00137845662634813,0.00121718450002775,0.000783224435031009
-0.193673156001912,0.000919477763759278,0.000822911268929013
0.0337721873455291,0.00121920982223659,0.000245206975945754
0.00689228313174063,0.000373552068991548,0.000407525820556544
-0.00620305481856657,0.000330512781384,0.000677581661602617
0.00758151144491469,0.00276818636430025,0.000480896536608499
-0.0365291005982253,0.00056457490556283,0.00116573540414086
-0.0475567536090103,0.00089075900097946,0.000679959773007888
-0.0282583608401366,0.00113706406618195,0.000773346265635625
-0.0599628632461435,0.0018642597507947,0.000635259176193181
0.00206768493952219,0.00113381823917116,0.000749061588500744
-0.0199876210820478,0.000925148047557482,0.000387923303720527
0.0572059499934472,0.00130251810640778,0.000347875485451776
-0.0172307078293516,0.0010748331836862,0.00129520456528184
0.00758151144491469,0.00341132776647383,0.000303300679731503
0.186780872870171,0.000473241848416181,0.00137778767159662
-0.0255014475874403,0.000852461050345387,0.000208507261255487
-0.137845662634813,0.000500473132702436,0.000752631515924255
-0.0744366578227988,0.00231578474632282,0.000819404070529051
0.0668551463778841,0.00188767557384686,0.00147862879528874
0.00482459819221844,0.00201911438085406,0.000656415694130315
0.0606520915593175,0.000511170727601157,0.000470357784470426
0.0489352102353585,0.000898845093108519,0.000220724809645141
0.00206768493952219,0.00130035349420117,0.000504770858549802
0.0709905162569285,0.00107063621718005,0.000476110038897423
0.0516921234880547,0.00116848841789914,0.000124945022863051
0.033082959032355,0.000853766329276981,0.00035030794995666
-0.0165414795161775,0.000629269570418763,0.000636071893784485
-0.0199876210820478,0.000923683553446807,0.000198530607640991
0.139913347574335,0.00152897849085741,0.000442249830235084
-0.0172307078293516,0.00174254605019983,0.000489176747245745
0.0889104523994541,0.00125714978287126,0.0005080785380822
0.0406644704772697,0.00168232285145158,0.000645385003997763
-0.0640982331251878,0.000608719226966697,0.000837299514465454
-0.0758151144491469,0.0019779874644513,0.000322407580385608
-0.0310152740928328,0.00124529100314167,0.000564996563545435
-0.107519616855154,0.000766704043904211,0.000609163506301062
0.0379075572245735,0.000968169979176016,0.000555569501968989
0.135088749382116,0.00164015387729612,0.000564100386927773
-0.0558274933670991,0.0014829526615525,0.000519661098693744
-0.00206768493952219,0.000324083418500766,0.000635503116618923
0.0344614156587031,0.00086926444131494,0.000731230754200247
0.076504342762321,0.00213899237301344,0.000858050529605489
0.120614954805461,0.00250575025732461,0.000591575166315463
-0.00275691325269625,0.00148901322397073,0.000590040541002221
0.0427321554167919,0.00137427637583813,0.000691852552861553
0.0206768493952219,0.000118990122176198,0.000375746597789023
-0.0137845662634813,0.00123107696098073,0.00020632596596581
-0.0261906759006144,0.000776596247552287,0.000462114589787023
0.00206768493952219,0.000122509012560056,0.000495636557528226
0.130264151189898,0.0010611264097056,0.00011785172203479
-0.0365291005982253,0.000547397827133184,0.000304203950714536
0.00206768493952219,0.000960407242501405,0.000338914439072422
0.0296368174664847,0.000323558865468122,0.000545425084790499
0.054449036740751,0.00151424166331531,0.000327164623412041
0.0268799042137884,0.000754384162001312,0.000262484987513296
-0.0303260457796588,0.000939045632251489,0.000834515983007578
-0.0703012879437544,0.00276697958810452,0.000604097671739557
0.0103384246976109,0.00175194589275659,0.000612620316350358
-0.0117168813239591,0.000622768926245717,0.000252908309364174
-0.00137845662634813,0.00134498697244695,0.000362889897452819
0.0861535391467579,0.00162502277498497,0.000554663171791715
0.0379075572245735,0.00115185542699562,0.000648694198582353
-0.00895996807126282,0.00142173411199912,0.00062624221570049
-0.0496244385485325,0.00206755256710564,0.000165116761029061
-0.0682336030042322,0.000827725152049161,0.000660710906721389
0.0213660777083959,0.000644165551556171,0.000359853445955383
-0.0117168813239591,0.00163923743042776,0.000257405975565727
-0.123371868058157,0.00124679556240008,0.000613780218640936
-0.033082959032355,0.000384504708228811,0.000133676292179688
0.0255014475874403,0.00116195038812486,0.000127529113245499
-0.0971811921575429,0.00078564181343989,0.000859102574043892
-0.0117168813239591,0.00258257087361754,0.000316437115581239
-0.0572059499934472,0.0010867238298178,0.000354259450306097
-0.0275691325269625,0.00119273065789445,0.000230343891671175
0.0585844066197953,0.00178049661452751,0.000392230773008763
-0.0282583608401366,0.00160254891432143,0.000345158226074154
-0.0468675252958363,0.00161302532313101,0.000520837005579755
-0.0461782969826622,0.00128809171187533,0.000346910135563321
-0.0310152740928328,0.000747893663580989,0.00023885032022345
0.00344614156587031,0.00144088424668391,0.000576754177805966
0.0482459819221844,0.00198129333419631,0.000602589032249141
0.0227445343347441,0.00120690922231238,0.000221267642899668
-0.054449036740751,0.0014298153071687,0.000389048186372768
-0.0199876210820478,0.00191155365957382,0.000498138316244726
0.0365291005982253,0.0011693606528133,0.000198677351909777
0.0137845662634813,0.000136045076589383,0.00043675029781269
-0.0475567536090103,0.00105698901830789,0.000152011012094226
0.0296368174664847,0.00163019410626118,0.000373597121901712
-0.00482459819221844,0.00102000071718009,0.000539006497390361
-0.0558274933670991,0.0010767796567273,0.000336475033081402
0.0489352102353585,0.00201121922123949,0.000437501577922043
-0.00206768493952219,0.000845675299732599,0.000429615857518287
-0.00275691325269625,0.000934975519525437,0.000350338693191145
0.0179199361425256,0.00184045874514307,0.000272438259416822
0.032393730719181,0.0015143539169198,0.000450667579224837
0.0186091644556997,0.000701120927605264,0.00034220535252193
0.0778827993886691,0.000741313349036863,0.000288614825557298
0.00482459819221844,0.00111005647485731,0.000150675733163715
-0.0213660777083959,0.000903723192208058,7.78162624835909E-05
0.0716797445701025,0.00121529475808953,0.00018409758332735
0.101316562036587,0.00182704458942688,0.000385937458385887
-0.0613413198724916,0.00288935970130593,0.000513096682283099
0.106141160228806,0.000792107291597688,0.000782781380604367
0.0255014475874403,0.000227928326974678,8.61509995372206E-05
0.0268799042137884,0.00109073431343241,0.000134592484698588
-0.0530705801144028,0.00232067177741875,0.00035966266141449
0.0503136668617066,0.000711008283468188,0.00045001070207726
-0.0489352102353585,0.000587675298263859,0.000217777228219392
-0.0234337626479181,0.00193447312260108,0.000326136888483006
-0.000689228313174063,0.00165607268220369,0.000492280439757848
-0.00275691325269625,0.000117388838649021,0.00033068598458344
0.0813289409545394,0.000290329774983282,0.000387368160296669
0.0158522512030034,0.00156686988567053,0.000198418752252879
-0.0503136668617066,0.000998113784644922,0.000218354355894915
0.0737474295096247,0.00182566679481894,0.000273443494050068
-0.0365291005982253,0.00159381758433901,0.000483376661133467
0.0186091644556997,0.00133024760472685,0.000424236902749313
0.0909781373389763,0.000317053866743195,0.000360675723008296
-0.0248122192742663,0.00165374460145234,0.000150641734771792
0.0861535391467579,0.000771891097651824,0.000225046113581178
0.0268799042137884,0.000542100620921293,0.000406475450222761
0.144737945766553,0.00173980260931503,0.000201828872203327
0.0213660777083959,0.000685086766873068,0.000186150140739228
-0.0192983927688738,0.00162240747679527,7.96463655354871E-05
-0.0454890686694881,0.000266391700508477,0.000277543939543969
-0.0289475891533106,0.000868528471663254,0.000129493016004706
-0.0668551463778841,0.00119111655237661,0.000352919056559083
-0.0255014475874403,0.00147936931391573,0.000170083186828256
-0.00482459819221844,0.000999205914513319,0.000151037608996602
0.0241229909610922,0.000584861038515001,0.000329387140839408
-0.0558274933670991,0.00199399915628223,0.000322848319395147
0.0103384246976109,0.0017299935577812,0.000145055231316489
0.00689228313174063,0.00115249056642452,0.000311462887379767
0.0751258861359728,0.00164382930060636,0.000202905401977915
-0.0255014475874403,0.00172005311958882,0.000302825088977005
0.0958027355311947,0.000971705189959326,0.000417870399953692
0.0737474295096247,0.000882248605605197,0.000111334875493623
0.00620305481856657,0.000420463565966646,0.000124898449518401
-0.00344614156587031,0.000610918508817011,0.000263503494321404
0.0606520915593175,0.0013268360535511,0.000362067032485639
